Player name ,Nation,Position,Squad,Compition,Age,Born year,Match played,Starts,MIn,90s,Goal,Assist,Goal + Assist,Goal+Penalty kick,Penalty Kick,Penalty Kick Attempted,Yellow Card,Red Card,Expected Goal,Non-penalty Expected Goal,Expected Assisted Goal,Non-penalty Expected Goal + Expected Assisted Goal,Progressive Carries,Progressive Passes,Progressive Passes Receive
Kenan Karaman,TUR,FW,Schalke 04,Bundesliga,29-023,1994,14,5,499,5.5,1,1,1,2,0,0,1.7,0,1.7,0.1,1.8,11,10,29,
Yann Karamoh,FRA,"MF,FW",Torino,Serie A,24-263,1998,12,4,426,4.7,3,3,3,1,0,0,2.6,0,2.6,0.2,2.8,5,14,50,
Atakan Karazor,GER,MF,Stuttgart,Bundesliga,26-166,1996,22,15,"1,345",14.9,0.2,1,1,9,0,0,0.2,0,4,0.6,0.8,49,0.01,6,0.07
Jon Karrikaburu,ESP,FW,Real Sociedad,La Liga,20-190,2002,6,93,1,1,0.3,0.3,0.3,0.6,0,0,4,0,2,2,,,,,
Rick Karsdorp,NED,DF,Roma,Serie A,28-045,1995,13,8,711,7.9,0.3,0.3,1.2,1.5,0,0,24,0,16,33,,,,,
Denso Kasius,NED,DF,Bologna,Serie A,20-173,2002,7,4,342,3.8,0.1,2,2,1,0,0,0.1,0,9,0.7,0.8,9,,21,
Thomas Kastanaras,GRE,"FW,DF",Stuttgart,Bundesliga,20-078,2003,4,1,72,0.8,0.3,0.3,0.1,0.3,0,0,2,0,1,6,,,,,
Grigoris Kastanos,CYP,MF,Salernitana,Serie A,25-057,1998,17,6,583,6.5,1,1,1,3,0,0,0.9,0,0.9,0.3,1.2,21,13,32,
Silas Katompa,COD,"FW,DF",Stuttgart,Bundesliga,24-173,1998,22,19,"1,561",17.3,4,2,6,3,0,0.32,1,0.25,5.2,1,3,4.4,54,1.2,5.6
Moise Kean,ITA,FW,Juventus,Serie A,23-028,2000,23,9,812,9,5,5,5,4,0,0,1,0,5.5,5.5,1.1,6.6,23,11,59
Michael Keane,ENG,DF,Everton,Premier League,30-076,1993,5,4,383,4.3,0.7,1,1,0.7,0,0,0.3,0,,1,7,,,,
Neeskens Kebano,COD,FW,Fulham,Premier League,31-018,1992,12,9,713,7.9,0.5,3,3,0.5,0,0,1.4,0,37,1.8,21,63,,,
Kévin Keben Biakolo,CMR,DF,Toulouse,Ligue 1,19-061,2004,10,3,304,3.4,5,1,0.2,0.2,0,0,5,0,,16,,,,,
Thilo Kehrer,GER,DF,West Ham,Premier League,26-188,1996,19,19,"1,665",18.5,0.4,4,0.4,0.2,0,0,0.7,0,13,48,21,0.01,0.02,0.04,0.02
Check Keita,FRA,DF,Reims,Ligue 1,19-360,2003,7,6,530,5.9,7,1,0.1,17,0,0,,0,,,,,,,
Naby Keïta,GUI,MF,Liverpool,Premier League,28-046,1995,8,3,293,3.3,0.6,1,0.6,0.7,0,0,1.4,0,5,15,21,,,,
Yannik Keitel,GER,MF,Freiburg,Bundesliga,23-041,2000,18,5,447,5,9,2,2,3,0,0,0.1,0,0,0.1,20,12,,,
Lloyd Kelly,ENG,DF,Bournemouth,Premier League,24-173,1998,12,12,"1,080",12,0.1,2,2,2,0,0,0.1,0,5,0.2,0.4,19,0.01,1,0.17
Marc-Oliver Kempf,GER,DF,Hertha BSC,Bundesliga,28-059,1995,24,24,"2,094",23.3,1,4,1,0.2,0,0,1.2,0,8,65,1,0.01,0.04,0.05,0.04
Kenedy,BRA,"FW,MF",Valladolid,La Liga,27-048,1996,4,1,83,0.9,1,1,3,,0,0,,0,,,,0,,,
Jonjoe Kenny,ENG,DF,Hertha BSC,Bundesliga,26-013,1997,22,18,"1,643",18.3,0.3,1,1,2,0,0,0.3,0,23,1.1,1.3,74,0.01,45,0.05
Franck Kessié,CIV,MF,Barcelona,La Liga,26-099,1996,18,4,602,6.7,1,1,2,1,0,0,4,0,1.2,1.2,0.6,1.8,11,21,23
Saîf-Eddine Khaoui,TUN,MF,Clermont Foot,Ligue 1,27-335,1995,25,19,"1,670",18.6,4,3,7,4,0,0,4,0,3.1,3.1,3.6,6.7,20,64,67
Wahbi Khazri,TUN,"FW,MF",Montpellier,Ligue 1,32-048,1991,20,13,"1,129",12.5,4,1,5,4,0,0,4,0.31,3.2,1,3.2,0.7,27,3.9,33
Rani Khedira,GER,MF,Union Berlin,Bundesliga,29-060,1994,24,24,"2,072",23,1,1,1,7,0,0,1.2,0,1.2,0.4,1.6,52,8,15,0.04
Anthony Khelifa,FRA,DF,Ajaccio,Ligue 1,17-189,2005,1,9,0.1,1,1,,,,0,0,,0,0,0,0,0,,,0
Kike,ESP,FW,Osasuna,La Liga,33-123,1989,26,5,765,8.5,2,2,1,1,0,0,1,,3.3,3,2.5,0.8,11,3.3,14
Luca Kilian,GER,DF,Köln,Bundesliga,23-208,1999,13,13,"1,096",12.2,1,1,1,5,0,0,2,0,1.1,1.1,0.1,1.2,12,48,2
Max Kilman,ENG,DF,Wolves,Premier League,25-309,1997,28,28,"2,520",28,1,3,1,0.1,0,0,1.1,0,26,101,4,0.04,0.04,0.04,0.04
Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,28-048,1995,24,23,"2,036",22.6,4,4,8,4,0,0,5,0.25,1.4,1,1.4,4.2,28,5.6,225
Presnel Kimpembe,FRA,DF,Paris S-G,Ligue 1,27-227,1995,11,9,730,8.1,0.7,3,0.7,0.2,0,0,0.8,0,4,40,4,,,,
Jakub Kiwior,POL,DF,Arsenal,Premier League,23-041,2000,1,5,0.1,,,,,,0,0,,0,0,0,0,0,0,0,0
Jakub Kiwior,POL,DF,Spezia,Serie A,23-041,2000,17,17,"1,443",16,0.6,3,0.6,0.2,0,0,0.8,0,13,37,6,0.01,0.04,0.05,0.04
Simon Kjær,DEN,DF,Milan,Serie A,34-002,1989,11,8,668,7.4,,4,31,,0,0,,0,0,0,0,0,0,,
Mateusz Klich,POL,"MF,FW",Leeds United,Premier League,32-288,1990,14,280,3.1,2,0.2,0.2,0.2,0.4,0,0,16,0,5,21,,,,,
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,26-298,1996,6,4,379,4.2,0.3,0.3,0.3,14,0,0,6,0,1,,,0,,,
Justin Kluivert,NED,"FW,MF",Valencia,La Liga,23-327,1999,19,9,958,10.6,4,4,4,2,0,0,3.5,0,3.5,2,5.6,17,40,80,0.38
Ansgar Knauff,GER,DF,Eint Frankfurt,Bundesliga,21-077,2002,18,12,"1,031",11.5,1,1,2,1,0,0,0.7,0,0.7,1.3,2.1,30,36,46,0.09
Robin Knoche,GER,DF,Union Berlin,Bundesliga,30-310,1992,24,24,"2,160",24,2,1,3,1,0,0.05,1,0.03,2.4,2,4,0.8,8,0.4,1.2
Gregor Kobel,SUI,GK,Dortmund,Bundesliga,25-112,1997,18,18,"1,620",18,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Robin Koch,GER,DF,Leeds United,Premier League,26-254,1996,26,26,"2,292",25.5,0.7,5,0.7,0.1,0,0,0.8,0,9,76,5,0.03,0.03,0.03,0.03
Dominik Kohr,GER,MF,Mainz 05,Bundesliga,29-056,1994,22,19,"1,599",17.8,2,2,2,6,0,0,1.3,0,1.3,0.6,1.9,106,7,25,0.11
Koke,ESP,MF,Atlético Madrid,La Liga,31-079,1992,22,19,"1,605",17.8,0.6,3,3,4,0,0,0.6,0,10,1.2,1.8,118,0.04,28,0.17
Sead Kolašinac,BIH,DF,Marseille,Ligue 1,29-281,1993,23,17,"1,396",15.5,4,1,5,4,0,0,2,0,3.4,3.4,0.9,4.2,28,63,53
Luca Koleosho,ITA,"FW,DF",Espanyol,La Liga,18-194,2004,2,25,0.3,7,1,,,,0,0,,0,0,0,0,0,,,0
Randal Kolo Muani,FRA,FW,Eint Frankfurt,Bundesliga,24-113,1998,24,23,"1,959",21.8,11,10,21,10,0.57,0.37,1,0.6,8.9,1,4,1,75,8.1,4.3
Timothée Kolodziejczak,FRA,DF,Schalke 04,Bundesliga,31-178,1991,1,25,0.3,,,,,,0,0,,0,0,0,0,0,0,0,0
Cheick Konaté,CIV,DF,Clermont Foot,Ligue 1,19-025,2004,5,5,450,5,8,1,0.2,0.3,0,0,16,0,,2,,,,,
Ibrahima Konaté,FRA,DF,Liverpool,Premier League,23-307,1999,8,7,652,7.2,0.5,1,0.5,0.5,0,0,29,0,6,3,,0,,,
Geoffrey Kondogbia,CTA,MF,Atlético Madrid,La Liga,30-041,1993,16,10,962,10.7,0.7,2,2,4,0,0,0.7,0,6,0.9,1.6,40,0.07,5,0.19
Ibrahima Koné,MLI,FW,Lorient,Ligue 1,23-285,1999,27,8,970,10.8,3,1,4,2,0,0.22,1,0.15,2.4,1,2,1.6,8,0.8,2.4
Kouadio Koné,FRA,MF,M'Gladbach,Bundesliga,21-315,2001,24,24,"2,099",23.3,1,1,2,1,0,0,9,0,1,1,1.2,2.2,38,136,41
Youssouf Koné,MLI,DF,Ajaccio,Ligue 1,27-266,1995,7,7,520,5.8,9,3,13,10,0,0,,0,,,,0,,,
Ezri Konsa,ENG,DF,Aston Villa,Premier League,25-156,1997,27,26,"2,332",25.9,0.8,4,0.8,1.2,0,0,2.1,0,5,33,10,0.05,0.03,0.08,0.03
Teun Koopmeiners,NED,MF,Atalanta,Serie A,25-028,1998,24,23,"2,048",22.8,6,3,9,4,0,0.24,2,0.11,5.8,4,5,2.5,41,3,5.5
Odilon Kossonou,CIV,DF,Leverkusen,Bundesliga,22-083,2001,19,12,"1,073",11.9,0.1,1,1,1,0,0,0.1,0,17,0.1,0.2,47,0.01,12,0.08
Filip Kostic,SRB,"DF,FW",Juventus,Serie A,30-147,1992,27,25,"2,000",22.2,3,8,11,3,0,0,3,0,2.2,2.2,6.2,8.4,77,61,166
Filip Kostic,SRB,"DF,MF",Eint Frankfurt,Bundesliga,30-147,1992,1,1,74,0.8,3,1,0.1,0.1,0,0,4,0,,3,,,,,
Christian Kouamé,CIV,FW,Fiorentina,Serie A,25-112,1997,21,18,"1,506",16.7,2,2,4,2,0,0,3,0,4,4,2.5,6.5,44,43,178
Rominigue Kouamé,MLI,MF,Troyes,Ligue 1,26-101,1996,23,23,"1,934",21.5,1,1,2,1,0,0,5,0,0.9,0.9,1.6,2.5,49,130,25
Tomáš Koubek,CZE,GK,Augsburg,Bundesliga,30-214,1992,4,4,360,4,,,,,0,0,,0,0,0,0,0,0,,0
Kalidou Koulibaly,SEN,DF,Chelsea,Premier League,31-281,1991,19,17,"1,520",16.9,2,1,3,2,0,0,7,0.07,0.8,1,0.8,0.4,10,1.2,68
Jules Koundé,FRA,DF,Barcelona,La Liga,24-136,1998,18,17,"1,481",16.5,0.6,2,2,1,0,0,0.6,0,31,1.3,1.9,103,0.04,27,0.12
Boubakar Kouyaté,MLI,DF,Montpellier,Ligue 1,25-347,1997,8,8,700,7.8,0.3,1,0.3,0.1,0,0,0.4,0,3,20,1,,,,
Cheikhou Kouyaté,SEN,"MF,DF",Nott'ham Forest,Premier League,33-097,1989,12,9,704,7.8,1,1,1,2,0,0,0.3,0,0.3,0.6,1,16,6,8,
Mateo Kovacic,CRO,MF,Chelsea,Premier League,28-326,1994,19,11,"1,169",13,1,1,2,1,0,0,4,0,0.7,0.7,1.4,2.1,27,104,13
Viktor Kovalenko,UKR,MF,Spezia,Serie A,27-042,1996,13,5,431,4.8,0.5,1,0.5,0.3,0,0,0.8,0,1,17,19,,,,
Soichiro Kozuki,JPN,"FW,MF",Schalke 04,Bundesliga,22-096,2000,5,5,379,4.2,1,1,1,1,0,0,1.1,0,1.1,0.3,1.4,10,15,37,
Emil Krafth,SWE,DF,Newcastle Utd,Premier League,28-238,1994,1,1,,,,,,,0,0,,0,0,0,0,0,0,0,0
Alex Král,CZE,MF,Schalke 04,Bundesliga,24-313,1998,20,17,"1,547",17.2,1.1,3,1.1,0.3,0,0,1.4,0,28,54,38,0.02,0.06,0.08,0.06
Andrej Kramaric,CRO,"MF,FW",Hoffenheim,Bundesliga,31-282,1991,23,17,"1,616",18,7,3,10,5,0,0.42,2,0.32,8.9,4,1,5.7,27,1.8,7.5
Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,32-037,1991,24,24,"1,955",21.7,0.3,3,0.3,1.7,0,0,2,0,24,72,59,0.08,0.02,0.09,0.02
Tom Krauß,GER,MF,Schalke 04,Bundesliga,21-279,2001,25,25,"2,044",22.7,1,1,1,4,0,0,1.7,0,1.7,0.5,2.2,73,28,33,0.04
Julian Kristoffersen,NOR,FW,Salernitana,Serie A,25-322,1997,1,18,0.2,2,,,,,0,0,,0,0,0,0,0,0,,0
Raimonds Krollis,LVA,FW,Spezia,Serie A,21-151,2001,1,15,0.2,0.1,0.1,0.1,1,1,0,0,,0,1,,,0,,,
Toni Kroos,GER,MF,Real Madrid,La Liga,33-083,1990,21,18,"1,501",16.7,2,3,5,2,0,0,2,0.22,1,1,1,2.7,36,3.7,220
Rade Krunic,BIH,"MF,FW",Milan,Serie A,29-172,1993,15,11,"1,010",11.2,0.7,1,1,5,0,0,0.7,0,17,0.9,1.6,43,0.06,16,0.09
Max Kruse,GER,"MF,FW",Wolfsburg,Bundesliga,35-009,1988,5,2,272,3,0.7,0.7,0.1,0.9,0,0,7,0,4,30,,,,,
Lukas Kübler,GER,DF,Freiburg,Bundesliga,30-210,1992,14,14,"1,189",13.2,2,2,2,0.8,0,0,0.3,0,0.8,1.1,34,41,8,0.15,0.15
Takefusa Kubo,JPN,"FW,MF",Real Sociedad,La Liga,21-297,2001,23,20,"1,670",18.6,5,3,8,5,0,0,2,0,3.3,3.3,3.8,7.1,71,53,169
Dejan Kulusevski,SWE,"MF,FW",Tottenham,Premier League,22-337,2000,20,16,"1,463",16.3,2,6,8,2,0,0,1,0,1.8,1.8,3.9,5.6,68,47,146
Sael Kumbedi,FRA,DF,Lyon,Ligue 1,18-002,2005,11,7,709,7.9,0.2,1,1,4,0,0,0.2,0,6,0.5,0.7,18,,48,
Marash Kumbulla,ALB,DF,Roma,Serie A,23-048,2000,6,4,245,2.7,2,1,1,0.1,0,0,0.1,0,,8,1,,,,
Pierre Kunde,CMR,MF,Bochum,Bundesliga,27-245,1995,8,3,320,3.6,1,1,1,0.3,0,0,0.1,0,0.3,0.5,14,1,6,,
Alou Kuol,AUS,FW,Stuttgart,Bundesliga,22-182,2000,1,5,0.1,,,,,,0,0,,0,0,0,0,0,0,0,0
Layvin Kurzawa,FRA,DF,Fulham,Premier League,30-205,1992,3,2,135,1.5,1,1,2,2,0,0,,0,0,0,0,0,,,
Khvicha Kvaratskhelia,GEO,FW,Napoli,Serie A,22-044,2001,23,22,"1,725",19.2,12,10,22,10,0,0,2,0.65,7.3,2,5.7,6.7,91,12.4,54
Grejohn Kyei,FRA,FW,Clermont Foot,Ligue 1,27-228,1995,27,16,"1,400",15.6,3,2,5,3,0,0,1,0.33,5,2,4.2,0.8,17,5.1,16
Daniel Kyereh,GHA,"MF,FW",Freiburg,Bundesliga,27-020,1996,12,7,559,6.2,2,2,2,2,0,0,2.2,0,2.2,0.3,2.5,11,5,24,
Giorgos Kyriakopoulos,GRE,"FW,DF",Bologna,Serie A,27-051,1996,7,3,278,3.1,0.1,2,2,0.1,0,0,0.6,0,6,0.8,13,31,,,
Giorgos Kyriakopoulos,GRE,"FW,DF",Sassuolo,Serie A,27-051,1996,12,9,766,8.5,1,1,2,1,0,0,3,0,1.1,1.1,1.4,2.5,17,32,46
César de la Hoz,ESP,MF,Almería,La Liga,30-363,1992,15,13,"1,183",13.1,1,1,1,5,0,0,0.4,0,0.4,0.9,1.3,37,3,2,0.08
Luca de la Torre,USA,MF,Celta Vigo,La Liga,24-309,1998,17,9,769,8.5,0.7,2,2,2,0,0,0.7,0,27,1.2,1.8,29,,36,
Rémy Labeau Lascary,GLP,"FW,MF",Lens,Ligue 1,20-025,2003,9,115,1.3,0.4,0.4,0.4,3,15,0,0,,0,3,,,,,,
Gaëtan Laborde,FRA,FW,Nice,Ligue 1,28-329,1994,23,20,"1,739",19.3,8,1,9,8,0,0,1,0,6.5,5.7,3.2,8.9,38,37,125
Gaëtan Laborde,FRA,FW,Rennes,Ligue 1,28-329,1994,4,3,249,2.8,2,2,2,1.7,0,0,0.2,0,1.7,1.9,5,20,8,,
Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,31-304,1991,25,24,"2,051",22.8,17,4,21,13,0,0.68,4,0.49,14.4,4,2,11.3,26,4.3,15.5
Qazim Laçi,ALB,MF,Ajaccio,Ligue 1,27-068,1996,9,2,212,2.4,0.2,0.2,0.2,0.4,0,0,24,0,,4,,,,,
Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,22-356,2000,19,14,"1,301",14.5,1,1,1,0.4,0,0,0.1,0,0.4,0.5,51,0.07,5,0.07,0.07
Alban Lafont,FRA,GK,Nantes,Ligue 1,24-064,1999,27,27,"2,429",27,1,2,1,0.1,0,0,0.1,0,0,1,0,,0,0,0
Aïssa Laïdouni,TUN,MF,Union Berlin,Bundesliga,26-105,1996,6,5,418,4.6,0.2,1,0.2,0.3,0,0,0.5,0,7,20,13,,,,
Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,25-305,1997,13,11,947,10.5,1,1,1,6,0,0,1.1,0,1.1,1.5,2.6,63,33,37,0.1
Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,30-213,1992,10,4,341,3.8,0.1,1,0.1,0.2,0,0,0.3,0,11,17,9,,,,
Kenny Lala,FRA,DF,Brest,Ligue 1,31-176,1991,8,7,607,6.7,0.1,1,0.1,1,0,0,1.1,0,11,19,12,,,,
Adam Lallana,ENG,"MF,FW",Brighton,Premier League,34-322,1988,16,12,722,8,2,1,3,2,0,0,0.9,0,0.9,1,1.9,33,10,43,
Vassilis Lambropoulos,GRE,DF,Bochum,Bundesliga,32-362,1990,12,7,616,6.8,0.4,2,0.4,0.2,0,0,0.6,0,1,26,,,,,
Érik Lamela,ARG,"FW,MF",Sevilla,La Liga,31-024,1992,21,13,"1,300",14.4,4,4,4,8,0,0,1,0,3.5,3.5,1.1,4.7,51,53,119
Mohamed Lamine Bayo,GUI,"FW,MF",Lille,Ligue 1,24-297,1998,19,5,489,5.4,4,4,4,3.2,0,0,1.5,0,3.2,4.6,4,38,8,,
Sam Lammers,NED,FW,Sampdoria,Serie A,25-332,1997,9,9,700,7.8,1.1,1,1,1,0,0,1.1,0,13,1,2,10,,42,
Sam Lammers,NED,FW,Empoli,Serie A,25-332,1997,14,10,883,9.8,1,1,2,1,0,0,2.3,0,2.3,0.7,2.9,19,9,67,0.1
Tariq Lamptey,GHA,DF,Brighton,Premier League,22-179,2000,20,3,453,5,0.2,1,0.2,0.2,0,0,0.4,0,28,26,58,,,,
Manuel Lanzini,ARG,"MF,FW",West Ham,Premier League,30-041,1993,7,1,150,1.7,0.1,0.1,0.1,14,0,0,4,0,2,,,0,,,
Aymeric Laporte,ESP,DF,Manchester City,Premier League,28-305,1994,7,6,556,6.2,0.4,0.4,0.2,0.6,0,0,46,0,17,8,,,,,
Julien Laporte,FRA,DF,Lorient,Ligue 1,29-144,1993,18,18,"1,540",17.1,0.3,1,0.3,0.3,0,0,35,0,4,0.02,0.02,0.02,0.02,0,0
Cyle Larin,CAN,FW,Valladolid,La Liga,27-345,1995,8,5,513,5.7,5,5,5,3,0,0,3,0,3,0.4,3.4,7,9,28,
Juan Larios,ESP,DF,Southampton,Premier League,19-075,2004,5,2,152,1.7,10,4,1,,0,0,,0,0,0,0,0,,,
Yasser Larouci,ALG,"DF,FW",Troyes,Ligue 1,22-086,2001,21,14,"1,187",13.2,1,1,1,1,0,0,0.4,0,0.4,1.3,1.6,45,53,83,0.08
Jordan Larsson,SWE,"FW,MF",Schalke 04,Bundesliga,25-281,1997,11,5,463,5.1,1.2,1.2,0.4,1.7,0,0,12,0,5,29,,,,,
Kevin Lasagna,ITA,"FW,MF",Hellas Verona,Serie A,30-230,1992,22,13,"1,281",14.2,1,2,3,1,0,0,1,0,5.6,5.6,1.5,7.1,30,17,93
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,29-137,1993,5,2,197,2.2,0.1,4,0.1,0.1,0,0,3,0,,,,0,,,
Latasa,ESP,"FW,DF",Getafe,La Liga,22-005,2001,11,123,1.4,0.6,0.6,0.6,6,10,0,0,,0,,,,0,,,
Toni Lato,ESP,"DF,MF",Valencia,La Liga,25-127,1997,16,6,654,7.3,1,1,1,1,0,0,0.5,0,0.5,0.8,1.3,28,12,36,
Danny Latza,GER,MF,Schalke 04,Bundesliga,33-111,1989,13,4,460,5.1,0.6,1,0.6,0.6,0,0,22,0,5,8,,,,,
Armand Lauriente,FRA,FW,Sassuolo,Serie A,24-114,1998,20,20,"1,639",18.2,7,6,13,6,0.51,0.19,1,0.55,4.2,1,7,1,103,3.4,5.9
Armand Lauriente,FRA,FW,Lorient,Ligue 1,24-114,1998,3,3,266,3,1,1,1,1.8,0,0,1.1,0,1.8,2.9,14,21,14,,
Roméo Lavia,BEL,MF,Southampton,Premier League,19-081,2004,19,16,"1,372",15.2,1,1,1,6,0,0,0.3,0,0.3,0.4,0.6,63,11,10,0.07
Lázaro,BRA,"MF,FW",Almería,La Liga,21-016,2002,11,2,293,3.3,1,1,1,0.7,0,0,0.2,0,0.7,0.9,12,32,12,,
Valentino Lazaro,AUT,DF,Torino,Serie A,27-004,1996,15,13,"1,065",11.8,0.4,2,2,4,0,0,0.4,0,38,2.3,2.7,58,0.03,70,0.17
Marko Lazetic,SRB,FW,Milan,Serie A,19-065,2004,1,9,0.1,1,0.1,0.1,0.1,3,0,0,,0,,,,0,,,
Darko Lazovic,SRB,"MF,DF",Hellas Verona,Serie A,32-194,1990,23,22,"1,795",19.9,3,4,7,3,0,0,3.1,0,3.1,4.7,7.8,66,59,139,0.2
Manuel Lazzari,ITA,DF,Lazio,Serie A,29-119,1993,20,17,"1,391",15.5,0.1,5,0.1,0.5,0,0,0.7,0,61,44,47,0.04,0.01,0.04,0.01
Théo Le Bris,FRA,"MF,DF",Lorient,Ligue 1,20-178,2002,21,13,"1,175",13.1,2,1,3,2,0,0,1.1,0,1.1,1,2.1,39,48,90,0.08
Julien Le Cardinal,FRA,DF,Lens,Ligue 1,25-237,1997,5,2,145,1.6,0.6,0.6,0.6,1.2,0,0,7,0,4,13,,,,,
Jérémy Le Douaron,FRA,"FW,MF",Brest,Ligue 1,24-341,1998,22,14,"1,294",14.4,6,2,8,6,0,0,1,0,6.2,6.2,1,7.2,22,14,76
Enzo Le Fée,FRA,MF,Lorient,Ligue 1,23-053,2000,28,28,"2,418",26.9,4,6,10,4,0,0,3,0,3.1,3.1,5.9,9,72,182,64
Vincent Le Goff,FRA,DF,Lorient,Ligue 1,33-164,1989,27,27,"2,430",27,1.1,1,1.1,0.6,0,0,1.7,0,55,133,71,0.02,0.04,0.06,0.04
Maxime Le Marchand,FRA,DF,Strasbourg,Ligue 1,33-168,1989,21,18,"1,565",17.4,0.4,6,1,0.4,0,0,0.3,0,9,0.7,81,4,0.02,0.02,0.04
Robin Le Normand,FRA,DF,Real Sociedad,La Liga,26-137,1996,23,21,"1,896",21.1,0.6,4,0.6,0.1,0,0,0.7,0,21,85,2,0.03,0.03,0.03,0.03
Rafael Leão,POR,"FW,MF",Milan,Serie A,23-291,1999,25,21,"1,840",20.4,8,6,14,8,0,0,7,0.62,7.5,1,7.5,5.2,96,12.7,84
Paolo Lebas,POR,MF,Ajaccio,Ligue 1,19-342,2003,1,55,0.6,2,,,,,0,0,,0,0,0,0,0,0,,0
Benjamin Lecomte,FRA,GK,Espanyol,La Liga,31-336,1991,10,10,899,10,0,1,1,0.1,0,0,0.1,0,0,0.01,0.01,0.01,0,0,0
Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,31-336,1991,9,9,810,9,0,0.1,0.1,0.01,0,0,0.01,0,0,0.01,0,,0,0,0
Jeremías Ledesma,ARG,GK,Cádiz,La Liga,30-043,1993,25,25,"2,250",25,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,29-307,1993,23,23,"1,957",21.7,4,1,5,4,0,0,7,0.12,1.3,1,1.3,1.2,21,2.5,125
Diogo Leite,POR,DF,Union Berlin,Bundesliga,24-064,1999,21,20,"1,733",19.3,0.6,1,1,3,0,0,1,0,15,0.6,0.4,0.9,0.03,89,13
Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,24-314,1998,9,7,663,7.4,0.2,0.2,0.2,25,0,0,1,0,5,,,0,,,
Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,31-312,1991,24,24,"2,028",22.5,4,4,4,6,0,0,1,0,2.6,2.6,0.2,2.8,7,64,1
Tan Leka-Schmidt,GER,DF,Freiburg,Bundesliga,20-298,2002,1,6,0.1,1,,,,,0,0,,0,0,0,0,0,0,,0
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,29-328,1993,18,13,"1,253",13.9,0.2,1,1,1,0,0,0.2,0,40,0.7,0.9,62,0.02,58,0.07
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,27-136,1995,19,11,847,9.4,1,2,3,1,0,0,0.6,0,0.6,1.6,2.2,51,27,46,0.21
Félix Lemaréchal,CIV,MF,Brest,Ligue 1,19-233,2003,5,1,140,1.6,2,1,0.1,0.1,0,0,3,0,0,1,,0,,,
Dexter Lembikisa,JAM,DF,Wolves,Premier League,19-144,2003,1,23,0.3,3,2,3,,,0,0,,0,0,0,0,0,,,
Mario Lemina,GAB,MF,Wolves,Premier League,29-208,1993,9,8,597,6.6,0.1,3,1,0.1,0,0,0.2,0,3,0.3,27,2,,,
Mario Lemina,GAB,"MF,DF",Nice,Ligue 1,29-208,1993,14,11,838,9.3,0.3,1,1,0.3,0,0,0.1,0,14,0.4,46,10,0.03,0.01,0.04
Tim Lemperle,GER,"FW,MF",Köln,Bundesliga,21-051,2002,10,116,1.3,0.1,0.1,1,1.2,5,0,0,14,0,1,,,,,,
Clément Lenglet,FRA,DF,Tottenham,Premier League,27-284,1995,18,16,"1,372",15.2,0.8,2,2,2,0,0,0.8,0,21,0.6,1.5,58,0.06,6,0.13
Bernd Leno,GER,GK,Fulham,Premier League,31-024,1992,25,25,"2,250",25,0,2,0,0,0,0,0,0,0,0,0,,0,0,0
Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,28-187,1994,17,6,753,8.4,0.5,2,2,0.5,0,0,1.6,0,17,2.1,30,49,,,
Sergio León,ESP,FW,Valladolid,La Liga,34-081,1989,22,12,"1,047",11.6,5,1,6,4,0,0.22,1,0.15,3.3,2,1,1.8,15,0.8,2.6
Johann Lepenant,FRA,MF,Lyon,Ligue 1,20-157,2002,23,17,"1,573",17.5,1,1,2,1,0,0,3,0,0.8,0.8,0.6,1.3,19,106,38
Mehdi Léris,ALG,"MF,DF",Sampdoria,Serie A,24-309,1998,24,21,"1,798",20,2.1,1,1,11,0,0,2.1,0,38,1.1,3.3,47,0.11,124,0.05
Jefferson Lerma,COL,"MF,DF",Bournemouth,Premier League,28-154,1994,26,26,"2,278",25.3,3,3,3,4,0,0,1.6,0,1.6,0.6,2.2,86,13,21,0.12
Benjamin Leroy,FRA,GK,Ajaccio,Ligue 1,33-355,1989,25,25,"2,168",24.1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Léo Leroy,FRA,MF,Montpellier,Ligue 1,23-042,2000,18,10,817,9.1,0.8,6,0.8,0.8,0,0,1.6,0,10,42,16,0.08,0.09,0.17,0.09
Ruan Levine,BRA,MF,Ajaccio,Ligue 1,24-068,1999,2,23,0.3,0.2,0.2,0.1,0.3,1,0,0,3,0,,,,,,,
