Player name ,Nation,Position,Squad,League,Age,Birth Year,Matches Played,Starts,Minutes Played,Per90,Goal,Assist,Goal n Assist,Goal n Penalty Kick,Expected Goal,NonPenalty Expected Goal,Expected Assisted Goal,Carries,Passes,Passes Received
Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,19-099,2003,1,17,0.2,2.0, , , , , , , ,0.0, ,0.0
Florian Sotoca,FRA,"FW,MF",Lens,Ligue 1,32-154,1990,28,26,"2,297",25.5,6.0,7.0,13.0,5.0,9.5,3.0,4.0,33.0,7.0,14.2
Riccardo Sottil,ITA,FW,Fiorentina,Serie A,23-298,1999,9,5,454,5.0,0.7,2.0,2.0,1.0,39.0,1.0,1.6, ,76.0, 
Tomá Soucek,CZE,MF,West Ham,Premier League,28-029,1995,26,22,"1,999",22.2,1.0,1.0,2.0,1.0,2.9,2.9,0.9,10.0,70.0,35.0
Matìas Soulé,ARG,"MF,DF",Juventus,Serie A,19-347,2003,11,3,321,3.6,1.0,1.0,1.0,1.3,1.3,1.7,9.0,10.0, , 
Moussa Soumano,FRA,"FW,MF",Ajaccio,Ligue 1,17-262,2005,6,2,207,2.3,1.0,1.0,1.0,0.4,0.4,0.5,8.0,2.0, , 
Adama Soumaoro,FRA,DF,Bologna,Serie A,30-283,1992,17,16,"1,412",15.7,0.3,5.0,1.0,0.3,6.0,35.0,1.0,0.02,0.02,0.02
Boubakary Soumaré,FRA,MF,Leicester City,Premier League,24-029,1999,18,12,924,10.3,10.0,5.0,0.2,0.2,0.0,12.0,0.02,0.0,0.02,0.0
Arnaud Souquet,FRA,"DF,FW",Montpellier,Ligue 1,31-044,1992,12,3,361,4.0,0.1,1.0,0.1,0.5,5.0,10.0,14.0, , , 
Dyego Sousa,POR,FW,Almería,La Liga,33-195,1989,15,2,373,4.1,0.5,1.0,1.0,1.0,7.0,0.8,1.4, ,29.0, 
Harry Souttar,AUS,DF,Leicester City,Premier League,24-157,1998,7,7,630,7.0,1.1,1.0,1.0,1.0,5.0,0.2,1.3, ,4.0, 
Vinicius Souza,BRA,MF,Espanyol,La Liga,23-284,1999,24,24,"2,029",22.5,0.4,7.0,1.0,0.4,9.0,0.8,73.0,0.02,0.02,0.04
Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,26-050,1997,24,22,"1,955",21.7,3.0,3.0,3.0,6.0,1.3,0.8,2.1,26.0,21.0,0.14
Çaglar Söyüncü,TUR,DF,Leicester City,Premier League,26-309,1996,2,1,79,0.9,1.0,1.0,3.0, ,0.0,0.0,0.0, , , 
Kevin Spadanuda,SUI,"MF,FW",Ajaccio,Ligue 1,26-071,1997,14,6,522,5.8,0.2,2.0,0.2,0.2,9.0,10.0,34.0, , , 
Djed Spence,ENG,"FW,DF",Tottenham,Premier League,22-231,2000,4,7,0.1,0.1,0.1,0.1,2.0, ,2.0, , , , , 
Djed Spence,ENG,DF,Rennes,Ligue 1,22-231,2000,7,7,565,6.3,0.4,0.4,0.1,0.5,21.0,17.0, , , , 
Stijn Spierings,NED,MF,Toulouse,Ligue 1,27-016,1996,28,28,"2,517",28.0,2.0,2.0,2.0,2.0,1.7,1.9,3.7,24.0,25.0,0.07
Leonardo Spinazzola,ITA,DF,Roma,Serie A,30-003,1993,18,14,"1,212",13.5,1.0,3.0,4.0,1.0,0.9,0.9,1.3,73.0,42.0,64.0
Marco Sportiello,ITA,GK,Atalanta,Serie A,30-322,1992,7,6,623,6.9, ,2.0, , ,0.0,0.0,0.0,0.0, , 
Jack Stacey,ENG,DF,Bournemouth,Premier League,26-356,1996,9,3,297,3.3,0.1,2.0,0.1,0.1,9.0,15.0, , , , 
Anton Stach,GER,MF,Mainz 05,Bundesliga,24-133,1998,22,16,"1,520",16.9,1.0,3.0,4.0,1.0,1.8,1.8,2.5,29.0,88.0,48.0
Kostas Stafylidis,GRE,"DF,MF",Bochum,Bundesliga,29-116,1993,14,8,802,8.9,0.3,2.0,2.0,2.0,9.0,0.3,0.6, ,11.0, 
Jens Stage,DEN,MF,Werder Bremen,Bundesliga,26-140,1996,24,14,"1,210",13.4,2.0,1.0,3.0,2.0,2.0,2.0,0.8,16.0,42.0,41.0
Josip Staniic,CRO,DF,Bayern Munich,Bundesliga,22-360,2000,11,3,470,5.2,10.0,1.0,0.4,0.4,0.0,31.0, , , , 
Junior Stanislas,ENG,MF,Bournemouth,Premier League,33-122,1989,4,61,0.7,0.1, ,0.2,4.0,5.0, , , ,0.0, , 
Jay Stansfield,ENG,FW,Fulham,Premier League,20-124,2002,3,1,87,1.0,0.3,0.3,0.1,0.3,2.0, , , , , 
Niklas Stark,GER,DF,Werder Bremen,Bundesliga,27-348,1995,18,14,"1,315",14.6,0.1,6.0,0.1,0.3,7.0,48.0,3.0,0.01,0.03,0.01
Jason Steele,ENG,GK,Brighton,Premier League,32-222,1990,3,3,270,3.0, , , , ,0.0,0.0,0.0,0.0, ,0.0
Calvin Stengs,NED,FW,Nice,Ligue 1,24-100,1998,4,3,212,2.4,0.3,0.3,0.1,0.4,10.0,16.0, , , , 
Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,27-008,1996,11,3,328,3.6,3.0,1.0,1.0,0.6, ,12.0,5.0, , , 
Jack Stephens,ENG,DF,Southampton,Premier League,29-060,1994,2,46,0.5,3.0,3.0, , , ,0.0,0.0,0.0, , ,0.0
Jack Stephens,ENG,DF,Bournemouth,Premier League,29-060,1994,10,8,723,8.0,1.0,2.0,0.2,0.2,0.0,2.0, , , , 
Raheem Sterling,ENG,"FW,MF",Chelsea,Premier League,28-110,1994,19,16,"1,338",14.9,4.0,2.0,6.0,4.0,4.5,4.5,3.5,55.0,42.0,135.0
Angelo Stiller,GER,MF,Hoffenheim,Bundesliga,21-358,2001,16,5,598,6.6,1.0,1.0,2.0,1.0,0.3,0.5,0.7,4.0,16.0, 
Lars Stindl,GER,"FW,MF",M'Gladbach,Bundesliga,34-214,1988,20,15,"1,280",14.2,5.0,6.0,11.0,5.0,3.3,3.3,3.9,19.0,54.0,62.0
Kevin Stöger,AUT,MF,Bochum,Bundesliga,29-213,1993,24,22,"1,936",21.5,2.0,1.0,3.0,1.0,2.4,1.0,1.0,28.0,4.1,5.8
Petar Stojanovic,SVN,DF,Empoli,Serie A,27-172,1995,21,15,"1,377",15.3,0.2,1.0,1.0,3.0,42.0,0.9,1.2,0.02,42.0,0.07
John Stones,ENG,DF,Manchester City,Premier League,28-304,1994,15,14,"1,269",14.1,0.6,2.0,2.0,1.0,21.0,1.3,1.9,0.04,26.0,0.14
Jørgen Strand Larsen,NOR,FW,Celta Vigo,La Liga,23-050,2000,22,15,"1,250",13.9,2.0,3.0,5.0,2.0,3.8,3.8,1.9,11.0,10.0,51.0
Gabriel Strefezza,BRA,FW,Lecce,Serie A,25-344,1997,25,22,"1,759",19.5,7.0,1.0,8.0,6.0,3.7,1.0,4.0,55.0,2.4,5.3
Dávid Strelec,SVK,FW,Spezia,Serie A,21-358,2001,7,1,169,1.9,0.5,0.5,0.1,0.6,2.0,14.0, , , , 
Pascal Struijk,NED,DF,Leeds United,Premier League,23-229,1999,21,20,"1,687",18.7,2.0,1.0,3.0,2.0,1.2,1.2,2.3,22.0,102.0,45.0
Cristhian Stuani,URU,FW,Girona,La Liga,36-167,1986,21,5,710,7.9,6.0,6.0,3.0,3.0,6.7,6.0,3.6,1.0,4.5,9.0
Damián Suárez,URU,"DF,MF",Getafe,La Liga,34-335,1988,17,15,"1,104",12.3,1.0,1.0,1.0,3.0,0.3,1.1,1.4,12.0,45.0,0.08
Denis Suárez,ESP,MF,Espanyol,La Liga,29-081,1994,7,4,371,4.1,0.4,0.4,0.7,1.1,13.0,13.0, , , , 
Mario Suárez,ESP,"DF,MF",Rayo Vallecano,La Liga,36-032,1987,1,6,0.1, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Suazo,CHI,DF,Toulouse,Ligue 1,25-231,1997,9,7,611,6.8,0.1,1.0,1.0,0.1,13.0,0.4,38.0, , , 
Isaac Success,NGA,FW,Udinese,Serie A,27-080,1996,27,18,"1,614",17.9,3.1,6.0,6.0,3.0,35.0,3.9,6.9,0.17,184.0,0.33
Niklas Süle,GER,DF,Dortmund,Bundesliga,27-206,1995,21,16,"1,422",15.8,1.0,3.0,4.0,1.0,1.2,1.2,1.8,20.0,89.0,49.0
Ibrahim Sulemana,GHA,MF,Hellas Verona,Serie A,19-310,2003,11,3,357,4.0,0.3,3.0,0.3,0.2,3.0,11.0,5.0, , , 
Kamaldeen Sulemana,GHA,"FW,MF",Southampton,Premier League,21-041,2002,8,6,520,5.8,0.6,1.0,0.6,0.4,15.0,22.0,50.0, , , 
Kamaldeen Sulemana,GHA,"FW,MF",Rennes,Ligue 1,21-041,2002,14,2,326,3.6,1.0,1.0,1.0,1.0,1.4,0.6,1.9,17.0,57.0, 
Crysencio Summerville,NED,FW,Leeds United,Premier League,21-149,2001,20,9,"1,018",11.3,4.0,2.0,6.0,4.0,2.4,2.4,1.2,42.0,32.0,61.0
Ivan unjic,CRO,MF,Hertha BSC,Bundesliga,26-170,1996,18,12,993,11.0,0.6,4.0,0.6,0.2,6.0,30.0,6.0,0.06,0.07,0.06
Sam Surridge,ENG,FW,Nott'ham Forest,Premier League,24-243,1998,16,1,281,3.1,1.0,1.0,1.0,2.0,1.8,0.1,1.8,2.0,14.0, 
Suso,ESP,"MF,FW",Sevilla,La Liga,29-129,1993,15,5,605,6.7,1.0,1.0,2.0,1.0,0.7,0.7,1.5,16.0,55.0,66.0
Mattias Svanberg,SWE,MF,Wolfsburg,Bundesliga,24-082,1999,23,14,"1,283",14.3,2.0,4.0,6.0,2.0,1.9,1.9,3.0,15.0,53.0,51.0
Williot Swedberg,SWE,MF,Celta Vigo,La Liga,19-055,2004,2,35,0.4,1.0, ,3.0,4.0, ,0.0,0.0,0.0,0.0, , 
Issiaga Sylla,GUI,DF,Montpellier,Ligue 1,29-086,1994,7,7,630,7.0,0.2,3.0,3.0,0.2,22.0,2.0,42.0, , , 
Issiaga Sylla,GUI,DF,Toulouse,Ligue 1,29-086,1994,17,16,"1,372",15.2,0.4,3.0,0.4,0.5,51.0,95.0,107.0,0.03,0.06,0.03
Wojciech Szczesny,POL,GK,Juventus,Serie A,32-344,1990,19,19,"1,662",18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominik Szoboszlai,HUN,"MF,FW",RB Leipzig,Bundesliga,22-154,2000,23,21,"1,803",20.0,4.0,8.0,12.0,4.0,2.5,1.0,2.5,55.0,9.2,114.0
Alexander Sørloth,NOR,FW,Real Sociedad,La Liga,27-113,1995,22,20,"1,655",18.4,9.0,1.0,10.0,9.0,8.7,8.7,1.3,25.0,14.0,89.0
Alexander Sørloth,NOR,FW,RB Leipzig,Bundesliga,27-113,1995,1,6,0.1,1.0, ,1.0, , ,0.0,0.0,0.0,0.0, , 
Nicolás Tagliafico,ARG,DF,Lyon,Ligue 1,30-209,1992,26,26,"2,316",25.7,1.0,3.0,4.0,1.0,1.6,1.6,3.4,29.0,129.0,141.0
Jonathan Tah,GER,DF,Leverkusen,Bundesliga,27-045,1996,24,20,"1,764",19.6,1.0,1.0,1.0,6.0,1.0,0.4,1.4,3.0,4.0,0.05
Benjamin Tahirovic,BIH,MF,Roma,Serie A,20-025,2003,5,1,136,1.5, ,1.0,0.1,0.1,0.0,2.0, ,0.0, , 
Waniss Taibi,FRA,MF,Angers,Ligue 1,21-021,2002,10,1,186,2.1,0.3,1.0,1.0,1.0,8.0,0.1,0.4, ,7.0, 
Flavien Tait,FRA,MF,Rennes,Ligue 1,30-054,1993,24,16,"1,425",15.8,2.0,2.0,4.0,2.0,1.9,1.9,2.0,42.0,136.0,44.0
Montassar Talbi,TUN,DF,Lorient,Ligue 1,24-306,1998,28,28,"2,520",28.0,1.0,1.0,2.0,1.0,0.7,0.2,0.9,12.0,0.04,0.07
Adrien Tameze,CMR,MF,Hellas Verona,Serie A,29-052,1994,26,24,"2,101",23.3,0.7,2.0,0.7,0.7,19.0,84.0,37.0,0.03,0.06,0.03
Japhet Tanganga,ENG,DF,Tottenham,Premier League,23-362,1999,2,2,141,1.6,1.0,5.0,2.0, ,0.0,0.0,0.0, , , 
Renato Tapia,PER,"MF,DF",Celta Vigo,La Liga,27-243,1995,18,9,813,9.0,0.3,5.0,1.0,0.3,5.0,1.0,37.0,0.04,0.08,0.12
Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,24-054,1999,25,24,"2,151",23.9,1.0,1.0,1.0,2.0,2.3,0.7,0.9,28.0,112.0,4.0
Florian Tardieu,FRA,MF,Troyes,Ligue 1,30-340,1992,14,11,"1,008",11.2,3.0,3.0,3.0,3.0,2.9,0.5,1.0,20.0,83.0,17.0
Matt Targett,ENG,DF,Newcastle Utd,Premier League,27-191,1995,11,4,430,4.8,2.0,0.3,0.3,31.0,0.0, , , , , 
James Tarkowski,ENG,DF,Everton,Premier League,30-129,1992,28,28,"2,520",28.0,1.0,1.0,2.0,1.0,1.9,1.9,1.7,10.0,76.0,5.0
Ciprian Tataru?anu,ROU,GK,Milan,Serie A,37-047,1986,16,16,"1,440",16.0,0.0,1.0,1.0,0.5,0.0,0.06,0.06,0.0,0.03,0.03
Niklas Tauer,GER,"DF,MF",Mainz 05,Bundesliga,22-039,2001,3,93,1,0.1,0.1,0.1,6.0,4.0,1.0, , , , , 
Nuno Tavares,POR,"DF,MF",Marseille,Ligue 1,23-061,2000,24,20,"1,936",21.5,6.0,6.0,6.0,4.0,3.7,3.7,2.3,79.0,87.0,192.0
Marcus Tavernier,ENG,"MF,FW",Bournemouth,Premier League,24-006,1999,17,16,"1,367",15.2,3.0,4.0,7.0,3.0,2.5,2.5,2.2,50.0,36.0,100.0
Enzo Tchato,CMR,DF,Montpellier,Ligue 1,20-125,2002,18,10,950,10.6,1.0,1.0,2.0,1.0,0.3,0.3,1.1,19.0,29.0,56.0
Aurélien Tchouaméni,FRA,MF,Real Madrid,La Liga,23-060,2000,21,15,"1,264",14.0,0.9,3.0,3.0,1.0,22.0,1.7,2.6,0.07,14.0,0.21
Mathys Tel,FRA,FW,Bayern Munich,Bundesliga,17-335,2005,16,1,319,3.5,4.0,4.0,4.0,2.0,1.6,0.4,2.1,12.0,42.0, 
Semir Telalovic,GER,"MF,FW",M'Gladbach,Bundesliga,23-095,1999,2,6,0.1, , , , , ,0.0,0.0,0.0,0.0,0.0,0.0
Alex Telles,BRA,DF,Sevilla,La Liga,30-103,1992,18,10,996,11.1,0.3,2.0,2.0,4.0,18.0,1.0,1.4,0.03,66.0,0.18
Marc-André ter Stegen,GER,GK,Barcelona,La Liga,30-332,1992,26,26,"2,340",26.0,0.0,0.1,0.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon Terodde,GER,FW,Schalke 04,Bundesliga,35-026,1988,25,16,"1,371",15.2,3.0,3.0,3.0,1.0,4.9,4.1,1.3,3.0,14.0,59.0
Filippo Terracciano,ITA,"DF,MF",Hellas Verona,Serie A,20-048,2003,13,4,535,5.9,0.1,1.0,0.1,0.9,11.0,24.0,17.0, , , 
Pietro Terracciano,ITA,GK,Fiorentina,Serie A,33-020,1990,23,23,"2,070",23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramón Terrats,ESP,MF,Villarreal,La Liga,22-161,2000,5,4,304,3.4,0.5,1.0,1.0,0.5,13.0,1.5,24.0, , , 
Ramón Terrats,ESP,MF,Girona,La Liga,22-161,2000,8,2,212,2.4,0.2,0.2,0.2,6.0,4.0, , , , , 
Martin Terrier,FRA,"FW,MF",Rennes,Ligue 1,26-024,1997,16,16,"1,319",14.7,9.0,4.0,13.0,9.0,5.6,3.4,9.0,34.0,137.0,0.27
Aleksa Terzic,SRB,DF,Fiorentina,Serie A,23-223,1999,14,4,503,5.6,0.2,0.2,1.1,1.3,26.0,36.0, , , , 
Tetê,BRA,FW,Leicester City,Premier League,23-041,2000,7,6,450,5.0,1.0,1.0,1.0,1.3,1.3,1.4,13.0,18.0, , 
Tetê,BRA,"FW,MF",Lyon,Ligue 1,23-041,2000,17,14,"1,107",12.3,6.0,2.0,8.0,6.0,4.2,4.2,1.3,49.0,52.0,130.0
Kenny Tete,NED,DF,Fulham,Premier League,27-170,1995,21,20,"1,768",19.6,0.4,4.0,4.0,6.0,47.0,1.4,1.8,0.02,44.0,0.2
Florian Thauvin,FRA,FW,Udinese,Serie A,30-061,1993,7,1,197,2.2,0.3,0.3,0.5,0.9,9.0,18.0, , , , 
Arthur Theate,BEL,DF,Rennes,Ligue 1,22-307,2000,27,27,"2,422",26.9,2.0,2.0,2.0,3.0,3.0,0.5,3.5,24.0,2.0,0.07
Malick Thiaw,GER,DF,Milan,Serie A,21-232,2001,11,8,684,7.6,0.5,3.0,0.5,0.2,4.0,22.0,2.0, , , 
Malick Thiaw,GER,DF,Schalke 04,Bundesliga,21-232,2001,3,3,270,3.0,0.2,2.0,0.2,0.2,1.0, , , , , 
Jan Thielmann,GER,FW,Köln,Bundesliga,20-306,2002,14,5,558,6.2,1.0,1.0,2.0,1.0,0.5,0.5,0.1,13.0,6.0,30.0
Sada Thioub,SEN,"FW,MF",Angers,Ligue 1,27-300,1995,20,5,572,6.4,0.8,1.0,1.0,2.0,13.0,1.2,2.0, ,57.0, 
Luke Thomas,ENG,DF,Leicester City,Premier League,21-291,2001,10,8,691,7.7,0.1,1.0,0.1,0.6,5.0,35.0,6.0, , , 
Adrien Thomasson,FRA,MF,Strasbourg,Ligue 1,29-108,1993,15,10,937,10.4,1.5,2.0,2.0,2.0,15.0,1.9,3.4,0.15,73.0,0.19
Adrien Thomasson,FRA,"MF,FW",Lens,Ligue 1,29-108,1993,10,7,590,6.6,2.0,2.0,4.0,2.0,1.5,0.9,2.3,14.0,51.0, 
Morten Thorsby,NOR,MF,Union Berlin,Bundesliga,26-327,1996,17,6,622,6.9,1.0,1.0,2.0,1.0,0.6,0.6,0.4, ,12.0,18.0
Kristian Thorstvedt,NOR,MF,Sassuolo,Serie A,24-015,1999,23,12,"1,001",11.1,2.0,1.0,3.0,2.0,1.9,1.9,1.1,26.0,49.0,48.0
Marcus Thuram,FRA,FW,M'Gladbach,Bundesliga,25-234,1997,24,22,"1,997",22.2,12.0,3.0,15.0,12.0,13.2,13.2,3.1,59.0,40.0,131.0
Khéphren Thuram-Ulie,FRA,MF,Nice,Ligue 1,22-002,2001,28,23,"2,007",22.3,2.0,4.0,6.0,2.0,2.8,2.8,3.7,66.0,94.0,55.0
Alexis Tibidi,FRA,FW,Troyes,Ligue 1,19-145,2003,2,64,0.7,3.0,1.0, , , ,0.0,0.0,0.0, , ,0.0
Youri Tielemans,BEL,MF,Leicester City,Premier League,25-325,1997,23,19,"1,708",19.0,3.0,1.0,4.0,2.0,2.3,2.0,3.0,27.0,3.7,4.4
Kieran Tierney,SCO,DF,Arsenal,Premier League,25-296,1997,19,4,525,5.8,0.3,1.0,1.0,0.3,19.0,0.6,29.0, , , 
Steffen Tigges,GER,FW,Köln,Bundesliga,24-240,1998,22,16,"1,321",14.7,5.0,1.0,6.0,5.0,3.1,1.3,4.4,16.0,65.0,0.07
Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,23-088,1999,26,26,"2,209",24.5,0.4,4.0,2.0,0.4,15.0,0.6,112.0,0.02,0.01,0.02
Harry Toffolo,ENG,DF,Nott'ham Forest,Premier League,27-221,1995,12,6,639,7.1,0.2,0.2,0.7,0.9,8.0,35.0, , , , 
Umut Tohumcu,GER,MF,Hoffenheim,Bundesliga,18-229,2004,5,2,230,2.6,0.1,0.1,0.2,7.0,2.0, , , , , 
Karl Toko Ekambi,CMR,"MF,FW",Rennes,Ligue 1,30-195,1992,8,6,525,5.8,1.0,1.0,1.0,1.6,1.6,2.6,12.0,20.0, , 
Karl Toko Ekambi,CMR,"FW,MF",Lyon,Ligue 1,30-195,1992,19,15,"1,353",15.0,4.0,2.0,6.0,4.0,4.4,4.4,3.0,58.0,36.0,188.0
Corentin Tolisso,FRA,MF,Lyon,Ligue 1,28-237,1994,21,17,"1,309",14.5,0.8,1.0,1.0,1.0,22.0,2.9,3.8,0.06,41.0,0.07
Jeremy Toljan,GER,DF,Sassuolo,Serie A,28-232,1994,21,20,"1,859",20.7,0.5,1.0,1.0,2.0,34.0,2.4,2.9,0.02,68.0,0.05
Rafael Tolói,ITA,DF,Atalanta,Serie A,32-169,1990,22,22,"1,896",21.1,1.0,1.0,2.0,1.0,2.3,2.3,1.0,16.0,113.0,26.0
Raúl de Tomás,ESP,FW,Rayo Vallecano,La Liga,28-162,1994,8,2,259,2.9,2.4,1.0,1.0,1.6,3.0,1.9,4.0, , , 
Tiago Tomás,POR,"FW,MF",Stuttgart,Bundesliga,20-285,2002,19,12,953,10.6,2.0,3.0,5.0,2.0,1.8,1.8,2.8,24.0,16.0,63.0
Takehiro Tomiyasu,JPN,DF,Arsenal,Premier League,24-143,1998,21,6,663,7.4,0.2,1.0,1.0,2.0,14.0,0.6,0.8, ,28.0, 
James Tomkins,ENG,DF,Crystal Palace,Premier League,33-364,1989,5,3,337,3.7,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0, 
Fikayo Tomori,ENG,DF,Milan,Serie A,25-099,1997,24,23,"2,012",22.4,1.0,1.0,1.0,3.0,1.2,0.4,1.6,18.0,9.0,0.04
Sandro Tonali,ITA,MF,Milan,Serie A,22-324,2000,24,21,"1,929",21.4,2.0,4.0,6.0,2.0,2.0,2.0,3.4,43.0,95.0,51.0
Ivan Toney,ENG,FW,Brentford,Premier League,27-012,1996,25,25,"2,239",24.9,16.0,4.0,20.0,11.0,14.9,5.0,9.0,9.0,3.6,14.5
Pablo Torre,ESP,"MF,FW",Barcelona,La Liga,19-359,2003,2,29,0.3,3.0,1.0,3.0, , ,0.0,0.0,0.0, , , 
David Torres,ESP,DF,Valladolid,La Liga,20-023,2003,2,1,101,1.1, ,4.0,1.0, ,0.0, , ,0.0, , 
Ferrán Torres,ESP,FW,Barcelona,La Liga,23-027,2000,23,10,"1,000",11.1,2.0,2.0,2.0,1.0,4.6,1.0,3.8,33.0,6.7,33.0
Óliver Torres,ESP,"MF,FW",Sevilla,La Liga,28-138,1994,24,22,"1,687",18.7,3.0,1.0,4.0,3.0,1.8,1.8,3.0,25.0,114.0,128.0
Pau Torres,ESP,DF,Villarreal,La Liga,26-071,1997,23,23,"2,070",23.0,1.0,9.0,1.0,0.7,55.0,133.0,8.0,0.04,0.07,0.04
Roberto Torres,ESP,"FW,MF",Osasuna,La Liga,34-021,1989,2,11,0.1,0.3,2.0,0.3,1.0, ,0.0, , , , , 
Lucas Torró,ESP,MF,Osasuna,La Liga,28-252,1994,25,24,"1,902",21.1,0.9,9.0,0.9,0.2,11.0,82.0,14.0,0.04,0.05,0.04
Nabil Touaizi,MAR,MF,Espanyol,La Liga,22-055,2001,1,3,1,1.0, , , , ,0.0,0.0,0.0,0.0, ,0.0
Almamy Touré,MLI,DF,Eint Frankfurt,Bundesliga,26-334,1996,3,2,163,1.8,0.1,0.1,0.1,6.0, , , , , , 
Birama Touré,MLI,MF,Auxerre,Ligue 1,30-295,1992,28,28,"2,503",27.8,1.6,1.0,3.0,0.8,9.0,0.9,110.0,0.06,0.06,0.03
Souleymane Touré,FRA,DF,Marseille,Ligue 1,20-000,2003,5,68,0.8,1.0,1.0,2.0,1.0, ,0.0,0.0,0.0, , , 
Souleymane Touré,FRA,DF,Auxerre,Ligue 1,20-000,2003,11,10,887,9.9,0.8,4.0,1.0,0.8,8.0,0.9,28.0,0.08,0.02,0.1
Lucas Tousart,FRA,MF,Hertha BSC,Bundesliga,25-333,1997,24,24,"2,134",23.7,3.0,1.0,4.0,3.0,1.9,1.9,0.7,27.0,72.0,57.0
Yoann Touzghar,TUN,FW,Ajaccio,Ligue 1,36-120,1986,8,5,390,4.3,0.2,0.2,0.3,6.0,3.0, , , , , 
Adama Traoré,ESP,"FW,MF",Wolves,Premier League,27-062,1996,25,9,"1,176",13.1,2.0,1.0,3.0,2.0,1.2,3.5,4.6,70.0,127.0,0.08
Bertrand Traoré,BFA,FW,Aston Villa,Premier League,27-203,1995,2,53,0.6,0.2,0.2,0.1,0.3,2.0,4.0, , , , , 
Boubacar Traoré,MLI,MF,Wolves,Premier League,21-220,2001,8,4,384,4.3,0.1,1.0,1.0,2.0,4.0,0.2,0.2, ,2.0, 
Charles Traore,MLI,DF,Nantes,Ligue 1,31-086,1992,9,4,323,3.6,2.0,2.0,0.5,0.5,0.0,6.0, , , , 
Hamari Traoré,MLI,DF,Rennes,Ligue 1,31-060,1992,21,18,"1,663",18.5,1.0,2.0,3.0,1.0,1.0,1.0,1.4,44.0,111.0,108.0
Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,32-263,1990,24,24,"2,160",24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Travers,IRL,GK,Bournemouth,Premier League,23-314,1999,11,10,945,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Óscar Trejo,ARG,"MF,FW",Rayo Vallecano,La Liga,34-336,1988,24,21,"1,588",17.6,3.0,4.0,7.0,2.0,2.8,2.0,8.0,40.0,2.9,4.1
Manu Trigueros,ESP,MF,Villarreal,La Liga,31-162,1991,15,6,557,6.2,0.2,2.0,1.0,0.2,8.0,0.6,48.0, , , 
Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,36-032,1987,19,16,"1,469",16.3,0.6,5.0,5.0,1.0,27.0,2.2,2.8,0.03,69.0,0.31
Kieran Trippier,ENG,DF,Newcastle Utd,Premier League,32-190,1990,26,26,"2,287",25.4,1.0,5.0,6.0,1.0,0.7,0.7,7.7,22.0,166.0,111.0
William Troost-Ekong,NGA,DF,Salernitana,Serie A,29-208,1993,3,3,262,2.9, ,4.0, , ,0.0,0.0,0.0,0.0, , 
Leandro Trossard,BEL,FW,Arsenal,Premier League,28-114,1994,10,6,453,5.0,1.0,6.0,7.0,1.0,1.4,2.3,3.7,23.0,65.0, 
Leandro Trossard,BEL,"FW,MF",Brighton,Premier League,28-114,1994,16,16,"1,315",14.6,7.0,2.0,9.0,7.0,4.4,4.4,2.1,40.0,67.0,118.0
Adrien Truffert,FRA,DF,Rennes,Ligue 1,21-128,2001,28,24,"1,954",21.7,0.6,6.0,6.0,1.0,55.0,1.5,2.2,0.03,166.0,0.28
Frank Tsadjout,ITA,"FW,MF",Cremonese,Serie A,23-243,1999,13,8,588,6.5,2.0,1.0,3.0,2.0,1.0,1.0,0.2,6.0,9.0,34.0
Kostas Tsimikas,GRE,DF,Liverpool,Premier League,26-320,1996,14,6,536,6.0,0.6,4.0,4.0,1.0,19.0,1.5,2.1, ,67.0, 
Theocharis Tsingaras,GRE,MF,Toulouse,Ligue 1,22-220,2000,1,7,0.1,0.1, ,0.1,1.0, ,0.0, , ,0.0, , 
Viktor Tsyhankov,UKR,MF,Girona,La Liga,25-133,1997,7,5,450,5.0,3.0,3.0,6.0,3.0,2.0,1.5,3.5,14.0,39.0, 
Alessandro Tuia,ITA,DF,Lecce,Serie A,32-293,1990,6,5,419,4.7,0.1,0.1,0.1,17.0,1.0, , , , , 
Martin Turk,SVN,GK,Sampdoria,Serie A,19-219,2003,2,2,180,2.0, , , , ,0.0,0.0,0.0,0.0, ,0.0
Beñat Turrientes,ESP,"MF,FW",Real Sociedad,La Liga,21-056,2002,6,1,106,1.2, ,0.2,0.2,2.0,0.0, , ,0.0, , 
Tuta,BRA,DF,Eint Frankfurt,Bundesliga,23-267,1999,24,24,"2,151",23.9,1.0,1.0,1.0,5.0,1.1,0.4,1.6,13.0,14.0,0.04
